timestamp,symbol,timeframe,open,high,low,close,volume
2010-01-01T00:00:00Z,EUR_USD,D1,1.43,1.43599,1.423189,1.429176,224194
2010-01-04T00:00:00Z,EUR_USD,D1,1.429176,1.437145,1.421335,1.429304,133736
2010-01-05T00:00:00Z,EUR_USD,D1,1.429304,1.430871,1.422433,1.423995,125580
2010-01-06T00:00:00Z,EUR_USD,D1,1.423995,1.430052,1.416804,1.422857,129123
2010-01-07T00:00:00Z,EUR_USD,D1,1.422857,1.433679,1.413474,1.424287,93912
2010-01-08T00:00:00Z,EUR_USD,D1,1.424287,1.429169,1.41119,1.416044,299949
2010-01-11T00:00:00Z,EUR_USD,D1,1.416044,1.427324,1.40633,1.4176,83407
2010-01-12T00:00:00Z,EUR_USD,D1,1.4176,1.42285,1.412723,1.417972,301571
2010-01-13T00:00:00Z,EUR_USD,D1,1.417972,1.425605,1.40879,1.416414,256472
2010-01-14T00:00:00Z,EUR_USD,D1,1.416414,1.428981,1.408547,1.421088,268208
2010-01-15T00:00:00Z,EUR_USD,D1,1.421088,1.429359,1.417541,1.4258,102780
2010-01-18T00:00:00Z,EUR_USD,D1,1.4258,1.429061,1.421934,1.425193,278461
2010-01-19T00:00:00Z,EUR_USD,D1,1.425193,1.437139,1.417764,1.429687,269600
2010-01-20T00:00:00Z,EUR_USD,D1,1.429687,1.434243,1.417598,1.42213,104025
2010-01-21T00:00:00Z,EUR_USD,D1,1.42213,1.424789,1.414659,1.417309,121833
2010-01-22T00:00:00Z,EUR_USD,D1,1.417309,1.427034,1.41497,1.424683,279295
2010-01-25T00:00:00Z,EUR_USD,D1,1.424683,1.434682,1.413683,1.423675,271277
2010-01-26T00:00:00Z,EUR_USD,D1,1.423675,1.435362,1.41522,1.426888,219973
2010-01-27T00:00:00Z,EUR_USD,D1,1.426888,1.42959,1.422061,1.424759,117435
2010-01-28T00:00:00Z,EUR_USD,D1,1.424759,1.430175,1.41712,1.422528,208351
2010-01-29T00:00:00Z,EUR_USD,D1,1.422528,1.434458,1.413987,1.425896,195141
2010-02-01T00:00:00Z,EUR_USD,D1,1.425896,1.427786,1.420141,1.422025,109327
2010-02-02T00:00:00Z,EUR_USD,D1,1.422025,1.429795,1.414978,1.422744,245388
2010-02-03T00:00:00Z,EUR_USD,D1,1.422744,1.429698,1.414629,1.421577,244981
2010-02-04T00:00:00Z,EUR_USD,D1,1.421577,1.433033,1.412253,1.423695,320570
2010-02-05T00:00:00Z,EUR_USD,D1,1.423695,1.43374,1.41619,1.426222,217752
2010-02-08T00:00:00Z,EUR_USD,D1,1.426222,1.430408,1.422518,1.426704,289400
2010-02-09T00:00:00Z,EUR_USD,D1,1.426704,1.439864,1.401555,1.414603,152525
2010-02-10T00:00:00Z,EUR_USD,D1,1.414603,1.420902,1.406464,1.412755,104702
2010-02-11T00:00:00Z,EUR_USD,D1,1.412755,1.420722,1.40752,1.415477,163876
2010-02-12T00:00:00Z,EUR_USD,D1,1.415477,1.421468,1.411683,1.417669,113306
2010-02-15T00:00:00Z,EUR_USD,D1,1.417669,1.426324,1.40398,1.412604,325392
2010-02-16T00:00:00Z,EUR_USD,D1,1.412604,1.417729,1.393401,1.398475,86019
2010-02-17T00:00:00Z,EUR_USD,D1,1.398475,1.403643,1.392801,1.397968,219893
2010-02-18T00:00:00Z,EUR_USD,D1,1.397968,1.403249,1.393956,1.399233,233878
2010-02-19T00:00:00Z,EUR_USD,D1,1.399233,1.406633,1.386893,1.394267,218091
2010-02-22T00:00:00Z,EUR_USD,D1,1.394267,1.409817,1.38874,1.404251,346171
2010-02-23T00:00:00Z,EUR_USD,D1,1.404251,1.41831,1.400599,1.414631,236471
2010-02-24T00:00:00Z,EUR_USD,D1,1.414631,1.422836,1.410808,1.419001,184286
2010-02-25T00:00:00Z,EUR_USD,D1,1.419001,1.435203,1.409067,1.425225,80299
2010-02-26T00:00:00Z,EUR_USD,D1,1.425225,1.429908,1.415902,1.420569,138650
2010-03-01T00:00:00Z,EUR_USD,D1,1.420569,1.435975,1.41644,1.431813,241225
2010-03-02T00:00:00Z,EUR_USD,D1,1.431813,1.441169,1.42346,1.432811,121291
2010-03-03T00:00:00Z,EUR_USD,D1,1.432811,1.447213,1.424838,1.439205,116287
2010-03-04T00:00:00Z,EUR_USD,D1,1.439205,1.453025,1.433169,1.446957,145934
2010-03-05T00:00:00Z,EUR_USD,D1,1.446957,1.460903,1.43831,1.452224,166574
2010-03-08T00:00:00Z,EUR_USD,D1,1.452224,1.46404,1.440017,1.45183,301846
2010-03-09T00:00:00Z,EUR_USD,D1,1.45183,1.470814,1.446631,1.465565,185461
2010-03-10T00:00:00Z,EUR_USD,D1,1.465565,1.46957,1.460914,1.464917,275779
2010-03-11T00:00:00Z,EUR_USD,D1,1.464917,1.472717,1.451312,1.459081,143441
2010-03-12T00:00:00Z,EUR_USD,D1,1.459081,1.467334,1.45156,1.459809,91028
2010-03-15T00:00:00Z,EUR_USD,D1,1.459809,1.465377,1.451356,1.456913,195457
2010-03-16T00:00:00Z,EUR_USD,D1,1.456913,1.473517,1.450171,1.46673,110866
2010-03-17T00:00:00Z,EUR_USD,D1,1.46673,1.481394,1.454446,1.46909,253239
2010-03-18T00:00:00Z,EUR_USD,D1,1.46909,1.481145,1.46164,1.473671,334496
2010-03-19T00:00:00Z,EUR_USD,D1,1.473671,1.483049,1.465662,1.475033,327815
2010-03-22T00:00:00Z,EUR_USD,D1,1.475033,1.485624,1.465393,1.475978,293416
2010-03-23T00:00:00Z,EUR_USD,D1,1.475978,1.48536,1.468219,1.477593,305994
2010-03-24T00:00:00Z,EUR_USD,D1,1.477593,1.486412,1.465713,1.474514,108401
2010-03-25T00:00:00Z,EUR_USD,D1,1.474514,1.474652,1.467125,1.467262,131599
2010-03-26T00:00:00Z,EUR_USD,D1,1.467262,1.484894,1.459075,1.476654,137288
2010-03-29T00:00:00Z,EUR_USD,D1,1.476654,1.485648,1.468283,1.477273,315202
2010-03-30T00:00:00Z,EUR_USD,D1,1.477273,1.48821,1.46932,1.48024,322550
2010-03-31T00:00:00Z,EUR_USD,D1,1.48024,1.493518,1.467542,1.480815,312328
2010-04-01T00:00:00Z,EUR_USD,D1,1.480815,1.487282,1.479054,1.485515,131332
2010-04-02T00:00:00Z,EUR_USD,D1,1.485515,1.517533,1.47565,1.507522,87737
2010-04-05T00:00:00Z,EUR_USD,D1,1.507522,1.527191,1.501938,1.521555,203930
2010-04-06T00:00:00Z,EUR_USD,D1,1.521555,1.53519,1.511977,1.525586,192065
2010-04-07T00:00:00Z,EUR_USD,D1,1.525586,1.53719,1.523173,1.534763,166317
2010-04-08T00:00:00Z,EUR_USD,D1,1.534763,1.547201,1.50998,1.522317,219042
2010-04-09T00:00:00Z,EUR_USD,D1,1.522317,1.537075,1.517608,1.532334,229552
2010-04-12T00:00:00Z,EUR_USD,D1,1.532334,1.542452,1.509118,1.519148,335155
2010-04-13T00:00:00Z,EUR_USD,D1,1.519148,1.53119,1.510416,1.522439,110662
2010-04-14T00:00:00Z,EUR_USD,D1,1.522439,1.527655,1.510958,1.516153,244419
2010-04-15T00:00:00Z,EUR_USD,D1,1.516153,1.532194,1.508059,1.524058,343638
2010-04-16T00:00:00Z,EUR_USD,D1,1.524058,1.536232,1.518838,1.530988,109821
2010-04-19T00:00:00Z,EUR_USD,D1,1.530988,1.540394,1.524373,1.533767,177425
2010-04-20T00:00:00Z,EUR_USD,D1,1.533767,1.54354,1.526433,1.536194,203314
2010-04-21T00:00:00Z,EUR_USD,D1,1.536194,1.546853,1.513886,1.524463,209087
2010-04-22T00:00:00Z,EUR_USD,D1,1.524463,1.530952,1.516752,1.523235,122982
2010-04-23T00:00:00Z,EUR_USD,D1,1.523235,1.531854,1.507888,1.516468,245868
2010-04-26T00:00:00Z,EUR_USD,D1,1.516468,1.526597,1.51038,1.520493,244722
2010-04-27T00:00:00Z,EUR_USD,D1,1.520493,1.530763,1.51091,1.521176,237284
2010-04-28T00:00:00Z,EUR_USD,D1,1.521176,1.529694,1.499474,1.507917,118033
2010-04-29T00:00:00Z,EUR_USD,D1,1.507917,1.52357,1.50091,1.516524,132418
2010-04-30T00:00:00Z,EUR_USD,D1,1.516524,1.528174,1.50886,1.52049,219041
2010-05-03T00:00:00Z,EUR_USD,D1,1.52049,1.533214,1.511773,1.524474,116066
2010-05-04T00:00:00Z,EUR_USD,D1,1.524474,1.533964,1.519427,1.528902,162704
2010-05-05T00:00:00Z,EUR_USD,D1,1.528902,1.537087,1.513833,1.521981,238606
2010-05-06T00:00:00Z,EUR_USD,D1,1.521981,1.523607,1.506788,1.5084,84101
